date,MonthYear,year,time,occupancy,precinct,bbl,reason,dba,address,zip,floor,corp,sex,race,inspector,notes,buildings_violations,buildings_summonses,buildings_ecb,buildings_violationsCW,fire_violations,fire_summonses,fire_ecb,fire_violationsCW,police_summonses,police_arrests,police_ecb,health_summonses,health_arrests,health_ecb,citation-ANY,citation-YN
3/25/15,03/2015,2015,,Illegal Hotel,PBMS,MN-00205-7505,Investigation,,"180 Hester Street, New York, New York 10013",10013,5,,,,,"ECB FIRE DEPARTMENT OF NYC 11410266X,
ECB DEPT. OF BUILDINGS 35151733N,
ECB DEPT. OF BUILDINGS 35151731J,
ECB DEPT. OF BUILDINGS 35151728Z,
ECB DEPT. OF BUILDINGS 35151730H,
ECB DEPT. OF BUILDINGS 35151734P,
ECB DEPT. OF BUILDINGS 35151729K,
ECB DEPT. OF BUILDINGS 35151732L,
FD E435672 (Served),
FD E435671 (Served),
FD E435670 (Served),
Summons FIRE DEPARTMENT OF NYC 4422827167,
Summons FIRE DEPARTMENT OF NYC 4422827170,
Room 5 Floor: 2 Occupants (03/24/2015 - 03/27/2015) Origin: Nj. Booking: Vrbo,
-Interview Notes: $200/nt.",0,0,7,0,3,2,1,0,0,0,0,0,0,0,13,Yes
4/10/15,04/2015,2015,,Illegal Hotel,PBMS,MN-00402-0051,Complaint - BIS,,"529 East 6th Street, New York, New York 10009",10009,1b,,,,Santiago Giglio Pugach,"ECB DEPT. OF BUILDINGS 35151789M,
ECB DEPT. OF BUILDINGS 35151790J,
ECB DEPT. OF BUILDINGS 35151788K,
ECB DEPT. OF BUILDINGS 35151787Z,
FD E435685 (Served),
FD E435684 (Served),
Inspection Note: Transient Use In Apt 1b. Violations Issued. Https://airbnb.Com/rooms/3112244,
Room 1b: 4 Occupants (04/02/2015 - 04/11/2015) Origin: Argentina Booking: Airbnb,
-Interview Notes: Occupant XXXXXX States She Rented Room Thru Airbnb From Host XXXXXX For Holiday For Approx $2700.",0,0,4,0,2,0,0,0,0,0,0,0,0,0,6,Yes
1/9/15,01/2015,2015,,Illegal Hotel,PBMN,MN-01842-0032,Posting Violation,Astor On The Park Hotel,"465 Central Park West, New York, New York 10025",10025,,,,,Davis Santiago Parczewski,"FD 45323 (Dismissed),
FD 45327 (Dismissed),
FD E428044 (Served),
Summons FIRE DEPARTMENT 4422816302,
Summons FIRE DEPARTMENT 4422816280,
Summons FIRE DEPARTMENT 4422816294,
Inspection Note: Post / Fdny Re-Inspect.",0,0,0,0,1,3,0,0,0,0,0,0,0,0,4,Yes
2/7/15,02/2015,2015,,Illegal Hotel,PBMS,MN-01271-0027,Re-Inspection,,"15 West 55th Street, New York, New York 10019",10019,All,,,,Giglio Santiago Pugach,"DOB 020715CMTF01VP (Served),
Inspection Note: Apt 7a Construction Work Performed W/o Variance. Swo Issued. Transient Use Found In Apt 4a. Permanent Tenants Found In Apts 10 (2), 10 (3), 9c, 9d, 8d, 6b, 3b, 7c,7d, 6d, 6c, 5c, 5b, 3c, 3d.,
Room 4a: 6 Occupants (02/04/2015 - 02/09/2015) Origin: Brazil Booking: Booking.Com,
-Interview Notes: XXXXXX Originally Booked 19 West 55 St But Was Changed To 15 West 55 St Via An Email.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Yes
1/9/15,01/2015,2015,,Illegal Hotel,PBMS,MN-00837-0012,Complaint - BIS,,"53 West 35th Street, New York, New York 10018",10018,3fw & #4.,,,,Parczewski Davis Santiago,"ECB DOB 35151419P,
Inspection Note: Serve And Post Vacate Order.",0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,Yes
1/16/15,01/2015,2015,,Illegal Hotel,PBMS,MN-01036-0048,"Investigation, Re-Inspection",,"336 West 46th Street, New York, New York 10036",10036,2f,,,,Davis Parczewski,"ECB DEPT. OF BUILDINGS 35151459J,
ECB DEPT. OF BUILDINGS 35151458H,
ECB DEPT. OF BUILDINGS 35151424J,
ECB DEPT. OF BUILDINGS 35151460R,
Inspection Note: Re-Inspection For Investigation Of Illegal Hotel Activity.,
Room 2f: 2 Occupants (01/14/2015 - 01/21/2015) Origin: France Booking: Other,
-Interview Notes: XXXXXX. $1500/wk.",0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,Yes
2/7/15,02/2015,2015,,Illegal Hotel,PBMS,MN-01036-0048,Re-Inspection,,"336 West 46th Street, New York, New York 10036",10036,All,,,,Giglio Santiago Pugach,"Inspection Note: Transient Use In Apts 4r And 2f.,
Room 4r: 5 Occupants (02/05/2015 - 02/09/2015) Origin: Massachusetts Booking: Booking.Com,
-Interview Notes: XXXXXX States Him And 4 Friends From Boarding School Rented The Room For $110 Per Night Via Booking.Com.,
Room 2f: 4 Occupants (02/05/2015 - 02/11/2015) Origin: Argentina Booking: Booking.Com,
-Interview Notes: XXXXXX States Her Family Booked The Apt For $690.40",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
4/24/15,04/2015,2015,,Illegal Hotel,PBQN,QN-05185-0017,Complaint - BIS,,"140-30 Ash Avenue, Flushing, New York 11355",11355,1e,,,,Davis Giglio Santiago Pugach,Inspection Note: Serve Vacate Order.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
2/10/15,02/2015,2015,,Illegal Hotel,PBMS,MN-01020-7502,Complaint - OSE,,"1600 Broadway, New York, New York 10019",10019,,,,,Davis Giglio Santiago Pugach,"ECB DOB 35151523P,
ECB DOB 35151550K,
ECB DOB 35151524R,
FD E436233 (Served),
Summons DEPARTMENT OF BUILDINGS 4422816518,
Summons FIRE DEPARTMENT 4422816521,
Room 19f: 1 Occupants (02/07/2015 - 02/21/2015) Origin: Ireland Booking: Other,
-Interview Notes: $3500/wk.,
Room 5g: 2 Occupants (02/09/2015 - 02/13/2015) Origin: India Booking: Bridgestreet,
-Interview Notes: XXXXXX,
Room 21b: 1 Occupants (01/17/2015 - 02/15/2015) Origin: India Booking: Other,
-Interview Notes: XXXXXX.",0,0,3,0,1,1,0,0,0,0,0,0,0,0,5,Yes
1/7/15,01/2015,2015,,Illegal Hotel,PBMS,MN-00791-0029,Audit,,"119 West 15th Street, New York, New York 10011",10011,3fw,,,,Santiago Giglio Parczewski,"ECB DEPT. OF BUILDINGS 35151388L,
ECB DOB 35151453Z,
ECB DEPT. OF BUILDINGS 35151389N,
ECB DEPT. OF BUILDINGS 35251390K,
ECB DEPT. OF BUILDINGS 35151391M,
ECB DOB 35151457X,
ECB DOB 35151455M,
ECB DOB 35151451P,
ECB DOB 35151456Y,
ECB DOB 35151452R,
ECB DOB 35151450N,
ECB DOB 35151454K,
FD E436261 (Served),
Summons FIRE DEPARTMENT OF NYC 4420545260,
Inspection Note: Apt 3fw Transient Use. Violations Issued. Audit Failed.,
Room 3fw: 3 Occupants (12/29/2014 - 01/13/2015) Origin: Australia Booking: Airbnb,
-Interview Notes: XXXXXX States She Rented Room Thru Airbnb For $3764 Australian Dollars. She Provided Documentation That Was Photographed By Bldg Inspector.",0,0,12,0,1,1,0,0,0,0,0,0,0,0,14,Yes
4/15/15,04/2015,2015,,Illegal Hotel,PBMS,MN-00280-0039,Complaint - BIS,,"43 East Broadway, New York, New York 10002",10002,Room 406,,Male,,Davis Pugach Giglio,"ECB DEPT. OF BUILDINGS 35151828X,
ECB DEPT. OF BUILDINGS 35151831R,
ECB DEPT. OF BUILDINGS 35151829H,
ECB DEPT. OF BUILDINGS 35151830P,
ECB DEPT. OF BUILDINGS 35151827Y,
Inspection Note: Room 406 Occupied As A Transient Hotel. 3 Unidentified Females Asians Stated They Arrived Yesterday And Are Leaving Later This Week. They Pay $12 Per Night And Called The Place The "" Family Hotel"". Partial Swo For Room 406.",0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,Yes
1/8/15,01/2015,2015,,Illegal Hotel,PBMS,MN-00837-0012,"Complaint - BIS, Re-Inspection",,"53 West 35th Street, New York, New York 10018",10018,,,,,Pugach Giglio Santiago,"Inspection Note: Apt #25 Transient Use. Apt 3fw Transient Use And 3 Sro Rooms. Apt #4 3 Sro Rooms.,
Room #25: 4 Occupants (01/01/2015 - 01/10/2015) Origin: Spain Booking: Airbnb,
-Interview Notes: XXXXXX States He Rented Room Thru Airbnb For Approx $1000.,
Room 3fw: 1 Occupants (01/06/2015 - 01/13/2015) Origin: Korea Booking: Unknown,
-Interview Notes: XXXXXX For Approx. $35 Per Night.,
Room 3fw: 2 Occupants (01/05/2015 - 01/10/2015) Origin: Louisiana Booking:,
-Interview Notes: XXXXXX Rented Room From Www.Minbakdanawa.Com For Approx. $80 Per Night",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
1/8/15,01/2015,2015,,Illegal Hotel,PBMS,MN-01271-0025,"Other, online booking",,"19 West 55th Street, New York, New York 10019",10019,,,,,Pugach,"ECB DOB 35151444R,
Inspection Note: Online Booking Made At Illegal Hotel",0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,Yes
1/21/15,01/2015,2015,,Illegal Hotel,PBMS,MN-01271-0025,Posting,,"15 West 55th Street, New York, New York 10019",10019,,,,,Pugach Davis Santiago Giglio,Inspection Note: Post Dob Violations,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
4/17/15,04/2015,2015,,Illegal Hotel,PBMS,MN-01055-0040,Complaint - OSE,,"410 West 46th Street, New York, New York 10036",10036,5a,,,,Parczewski Giglio Santiago,"ECB DEPT. OF BUILDINGS 35151817K,
ECB DEPT. OF BUILDINGS 35151820L,
ECB DEPT. OF BUILDINGS 35151818M,
ECB DEPT. OF BUILDINGS 35151819Y,
FD E435689 (Served),
Inspection Note: Apt 5a Transient Use. Violations Issued.,
Room 5a: 4 Occupants (04/16/2015 - 04/22/2015) Origin: Minnesota Booking: Vrbo,
-Interview Notes: Occupant ( XXXXXX ) States He Booked Room Thru Vrbo For Vacation. He Further Stated That He Was Coached To Tell Anybody Who Inquired That They Were Staying For 1 Month, From 3/22/2015 Till 4/22/2015 ( Document Photographed ).",0,0,4,0,1,0,0,0,0,0,0,0,0,0,5,Yes
2/14/15,02/2015,2015,,Illegal Hotel,PBMS,MN-01050-0049,Investigation,,"440 West 41st Street, New York, New York 10018",10018,,,Male,,Santiago Parczewski Davis,Inspection Note: Investigation.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
2/23/15,02/2015,2015,,Illegal Hotel,PBMS,MN-00619-0026,Complaint - BIS,,"218 West 10th Street, New York, New York 10014",10014,5a,,,,Davis Giglio Parczewski,"ECB DEPT. OF BUILDINGS 35151617X,
ECB DEPT. OF BUILDINGS 35151618H,
ECB DEPT. OF BUILDINGS 35151616Y,
ECB DEPT. OF BUILDINGS 35151615M,
Inspection Note: Apt 5a Transient Use. Apt 6e Tenant XXXXXX States He Has Lived In Apt For 4 Years.,
Room 5a: 1 Occupants (02/21/2015 - 02/26/2015) Origin: Los Angeles Booking: Airbnb,
-Interview Notes: Occupant ( XXXXXX) States She Booked Room Thru Airbnb ""host Don"" For Approximately $1500. She States Owner Is Not Staying In Apartment At Time Of Her Stay.",0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,Yes
2/16/15,02/2015,2015,,Illegal Hotel,PBMN,MN-01528-0026,Investigation,,"1593 2nd Avenue, New York, New York 10028",10028,4n & 4s.,,,,Pugach Santiago Davis Giglio,"ECB DOB 35151572L,
ECB DOB 35151574P,
ECB DOB 35151625X,
ECB DOB 35151573N,
FD E436241 (Served),
FD E436240 (Served),
FD E436242 (Served),
Summons FIRE DEPARTMENT 4422816619,
Inspection Note: Illegal Transient Use Observed.,
Room 4n: 5 Occupants (02/13/2015 - 02/20/2015) Origin: New Zealand Booking: Other,
-Interview Notes: $2150 Australia Dollars.,
Room 4s: 4 Occupants (02/14/2015 - 02/19/2015) Origin: Australia Booking: Booking.Com,
-Interview Notes:",0,0,4,0,3,1,0,0,0,0,0,0,0,0,8,Yes
12/19/14,12/2014,2014,,Illegal Hotel,PBMS,MN-01039-0041,Complaint - BIS,,"310 West 49 Street, New York, New York 10019",10019,2b & 2c. All Of 4th Floor.,,,,,"ECB DEPT. OF BUILDINGS 35151305R,
ECB DEPT. OF BUILDINGS 35151306Z,
ECB DEPT. OF BUILDINGS 35151307K,
ECB DEPT. OF BUILDINGS 35151304P,
ECB DEPT. OF BUILDINGS 35151308M,
FD E428039 (Served),
Inspection Note: 4th Floor All Long Term .,
Room 2b: 4 Occupants (12/17/2014 - 12/22/2014) Origin: Texas Booking: Airbnb,
-Interview Notes:,
Room 2c: 2 Occupants (12/16/2014 - 12/20/2014) Origin: Australia Booking: Airbnb,
-Interview Notes:",0,0,5,0,1,0,0,0,0,0,0,0,0,0,6,Yes
12/19/14,12/2014,2014,,Illegal Hotel,PBMS,MN-01039-0046,Complaint - BIS,,"320 West 49 Street, New York, New York 10019",10019,1fw,,,,,"ECB DEPT. OF BUILDINGS 35151295M,
ECB DEPT. OF BUILDINGS 35151296Y,
ECB DEPT. OF BUILDINGS 35151294K,
ECB DEPT. OF BUILDINGS 35151292R,
ECB DEPT. OF BUILDINGS 35151293Z,
FD E428038 (Served),
Inspection Note: 4 Sro. Rooms Total. 2 Upstairs, 2 Basement. 1 Front Bedroom Transient. 3 Sro. Long Term.,
Room 1fw - Front Room: 2 Occupants (12/15/2014 - 12/30/2014) Origin: France Booking: Airbnb,
-Interview Notes:",0,0,5,0,1,0,0,0,0,0,0,0,0,0,6,Yes
9/12/14,09/2014,2014,,Illegal Hotel,PBBS,BK-05701-0061,Complaint - BIS,,"925 59 Street, Brooklyn, New York 11219",11219,Apt.1rl. & 3rl. & Cellar.,,,,Santiago Parczewski Davis,"ECB DEPT. OF BUILDINGS 35096558X,
ECB DEPT. OF BUILDINGS 35096559H,
ECB DEPT. OF BUILDINGS 35096556M,
ECB DEPT. OF BUILDINGS 35096560P,
ECB DEPT. OF BUILDINGS 35096557Y,
ECB FIRE DEPARTMENT OF NYC 11410228P,
ECB DEPT. OF BUILDINGS 35096561R,
FD E409404 (Served),
Inspection Note: Apt 1rl - 3 Rooms .Kitchen. Apt 3rl- 3 Rooms, Kitchen. Cellar- 3 Rooms.,
Room Apt 1rl. Room 3.: 1 Occupants (09/11/2014 - 09/16/2014) Origin: China Booking:,
-Interview Notes: $50/day.,
Room Apt 3rl. Room #3: 1 Occupants (09/09/2014 - 09/16/2014) Origin: China Booking:,
-Interview Notes: $65/day",0,0,6,0,1,0,1,0,0,0,0,0,0,0,8,Yes
8/8/14,08/2014,2014,,Illegal Hotel,PBMS,MN-00570-0006,Investigation,,"59 5th Avenue, New York, New York 11217",11217,,,,,Pugach,"ECB DEPT. OF BUILDINGS 35096468M,
Inspection Note: Written In Office. No Inspection Conducted.",0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,Yes
10/9/14,10/2014,2014,,Illegal Hotel,PBMS,MN-00802-0001,Posting,,"177 West 26 Street, New York, New York 10001",10001,,,,,Parczewski Davis,Inspection Note: Post.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
10/14/14,10/2014,2014,,Illegal Hotel,PBMS,MN-00908-0009,"Posting, Inspection",,"215 East 27th Street, New York, New York 10016",10016,Apt C.,,,,Giglio Davis Santiago Pugach,"ECB DEPT. OF BUILDINGS 35151133J,
ECB DEPT. OF BUILDINGS 35151134L,
ECB DEPT. OF BUILDINGS 35151132H,
FD E409420 (Served),
Inspection Note: Post / Inspection,
Room C: 1 Occupants (10/13/2014 - 10/15/2014) Origin: San Francisco Booking: Airbnb,
-Interview Notes:",0,0,3,0,1,0,0,0,0,0,0,0,0,0,4,Yes
7/28/14,07/2014,2014,,Illegal Hotel,PBMS,"MN-09031-0001, MN-00903-0001",Complaint - BIS/OSE,,"203 East 22 Street, New York, New York",,3e,,,,Giglio Davis Parczewski Santiago,"ECB DEPT. OF BUILDINGS 35096382L,
ECB FIRE DEPARTMENT OF NYC 11410209J,
ECB DEPT. OF BUILDINGS 35096384P,
ECB DEPT. OF BUILDINGS 35096381J,
ECB DEPT. OF BUILDINGS 35096383N,
FD E427557 (Served),
Inspection Note: Transient Use Observed,
Room 3e: 4 Occupants (07/24/2014 - 07/31/2014) Origin: Italy Booking: Airbnb,
-Interview Notes:",0,0,4,0,1,0,1,0,0,0,0,0,0,0,6,Yes
7/14/14,07/2014,2014,,Illegal Hotel,PBMS,MN-00884-0018,Complaint - BIS,,"122 Lexington Avenue, New York, New York",,,,,,Santiago Parczewski Levine Pugach Davis,"ECB DEPT. OF BUILDINGS 35096270R,
ECB DEPT. OF BUILDINGS 35096269J,
ECB DEPT. OF BUILDINGS 35096267X,
ECB DEPT. OF BUILDINGS 35096268H,
ECB FIRE DEPARTMENT OF NYC 11410204K,
ECB DEPT. OF BUILDINGS 35096271Z,
FD E427595 (Served),
Inspection Note: Illegal Hotel In Apt 4e,
Room 4e: 4 Occupants (07/07/2014 - 08/04/2014) Origin: Mexico Booking: Other,
-Interview Notes: Paid $4000.00 For Stay",0,0,5,0,1,0,1,0,0,0,0,0,0,0,7,Yes
7/24/14,07/2014,2014,,Illegal Hotel,PBMS,MN-00844-0008,Complaint - BIS/OSE,,"9 East 16 Street, New York, New York 10003",10003,,,,,Parczewski Santiago Giglio Davis Levine,"ECB DEPT. OF BUILDINGS 35096378Z,
ECB FIRE DEPARTMENT OF NYC 11410208H,
ECB DEPT. OF BUILDINGS 35096379K,
ECB DEPT. OF BUILDINGS 35096380H,
FD E427554 (Served),
FD E427553 (Served),
FD E427555 (Served),
Summons FIRE DEPARTMENT 4418039123,
Summons FIRE DEPARTMENT 4418039137,
Inspection Note: Illegal Hotel In Apt 4a,
Room 4a: 4 Occupants (07/19/2014 - 07/26/2014) Origin: Canada Booking: Airbnb,
-Interview Notes: XXXXXX Paid 5500 For 1 Week Stay Booked Thru Airbnb",0,0,3,0,3,2,1,0,0,0,0,0,0,0,9,Yes
10/2/14,10/2014,2014,,Illegal Hotel,PBQN,QN-05193-7502,Complaint - BIS,,"43-17 Union Street, New York, New York 11355",11355,7a,,,,Santiago Levine Pugach Giglio,"ECB FIRE DEPARTMENT OF NYC 11410233J,
ECB DEPT. OF BUILDINGS 35151581N,
ECB DEPT. OF BUILDINGS 35151582P,
FD E409413 (Served),
Inspection Note: Apt 7a Transient Use. Violations Issued.,
Room 7a: 6 Occupants (09/27/2014 - 10/06/2014) Origin: China Booking:,
-Interview Notes: Occupant XXXXXX States He And The 5 Other Guests Are Visiting Students. They Pay $393 Each For The Duration Of The Visit. He States The Owner Gave Them The Keys At The Buiding. Their Friend Booked The Rooms And Has All The Booking Information.",0,0,2,0,1,0,1,0,0,0,0,0,0,0,4,Yes
10/10/14,10/2014,2014,,Illegal Hotel,PBBS,BK-05701-0061,SWO/Vacate Re-inspection,,"925 59th Street, New York, New York 11219",11219,,,Male,,Davis Parczewski,"ECB DEPT. OF BUILDINGS 35151103Z,
Inspection Note: Partial Swo Lift",0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,Yes
8/19/14,08/2014,2014,,Illegal Hotel,PBMS,MN-00998-0152,Complaint - OSE,,"142 West 46th Street, New York, New York 10036",10036,,,,,Pugach Santiago Levine Davis,"FD E409386 (Served),
Inspection Note: Illegal Hotel In Apt 3f,
Room 3f: 4 Occupants (08/18/2014 - 08/22/2014) Origin: France Booking: Airbnb,
-Interview Notes:",0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,Yes
8/15/14,08/2014,2014,,Illegal Hotel,PBBS,BK-00802-0049,"Vacate, Other",,"773 52nd Street, New York, New York 11220",11220,,,Female,,Parczewski Davis Santiago,Inspection Note: Issue Vacate Order,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
9/18/14,09/2014,2014,,Illegal Hotel,PBMS,MN-00306-0019,Complaint - BIS,,"281 Grand Street, New York, New York 10002",10002,4,,,,Pugach Davis Santiago Levine,"ECB DEPT. OF BUILDINGS 35096538Z,
ECB DEPT. OF BUILDINGS 35096536P,
ECB FIRE DEPARTMENT OF NYC 11410230Y,
ECB DEPT. OF BUILDINGS 35096537R,
FD E409409 (Complied With),
Inspection Note: Apts 4r And 1 Other Unknown Apt Used As An Illegal Hotel-Waiting For Their Apt # To Be Assigned By XXXXXX From Airbnb,
Room 4r: 4 Occupants (09/10/2014 - 09/22/2014) Origin: Korea Booking: Airbnb,
-Interview Notes:,
Room Unknown-Waiting For Airbnb Rep To Assign Their Room In The Bldg: 5 Occupants (09/18/2014 - ) Origin: Israel Booking: Airbnb,
-Interview Notes: Paid 2078 Euros For Stay",0,0,3,0,0,0,1,0,0,0,0,0,0,0,4,Yes
8/7/14,08/2014,2014,,Illegal Hotel,PBMS,MN-01349-0001,Complaint - OSE,,"301 East 56th Street, New York, New York 10022",10022,,,,,Levine Pugach Santiago Giglio,"ECB DOB 35096349J,
ECB DOB 35096347X,
ECB DOB 35096348H,
ECB DOB 35096425M,
FD E427569 (Served),
Summons FIRE DEPARTMENT 4418038913,
Inspection Note: Illegal Hotel In 3c,
Room 3c: 2 Occupants (08/05/2014 - 08/11/2014) Origin: England Booking: Trip Advisor,
-Interview Notes: XXXXXX Paid 1079 For The Stay And Got Key From XXXXXX. Original Reservation For 303 East 56 Street",0,0,4,0,1,1,0,0,0,0,0,0,0,0,6,Yes
11/6/14,11/2014,2014,,Illegal Hotel,PBMS,"MN-01037-0049, MN-01037-0049",Complaint - OSE,,"328 West 47th Street, New York, New York 10036",10036,,,,,Santiago Giglio Pugach Levine,"ECB DEPT. OF BUILDINGS 35151204H,
ECB DEPT. OF BUILDINGS 35151201M,
ECB DEPT. OF BUILDINGS 35151203X,
ECB DEPT. OF BUILDINGS 35251202Y,
FD E428011 (Served),
Inspection Note: Apt 2b Is Illegal Hotel,
Room 2b: 4 Occupants (11/04/2014 - 11/18/2014) Origin: Hungary Booking: Airbnb,
-Interview Notes: XXXXXX Paid 1500 For Stay With Airbnb",0,0,4,0,1,0,0,0,0,0,0,0,0,0,5,Yes
8/8/14,08/2014,2014,,Illegal Hotel,PBBS,BK-02772-0008,"Posting, vacate order",,"212 Devoe Street, Brooklyn, New York 11211",11211,Cellar Only,,,,Santiago Levine Pugach Giglio,Inspection Note: Post Vacate Order,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
8/7/14,08/2014,2014,,Illegal Hotel,PBBS,"BK-05665-0003, BK-05665-0003",Complaint - BIS,,"5317 8 Avenue, Brooklyn, New York 11220",11220,,,Male,,Pugach Santiago Levine Giglio,"ECB DEPT. OF BUILDINGS 35096339X,
ECB DEPT. OF BUILDINGS 35096340N,
ECB DEPT. OF BUILDINGS 35096338Y,
ECB DEPT. OF BUILDINGS 35096336K,
ECB DEPT. OF BUILDINGS 35096341P,
ECB DEPT. OF BUILDINGS 35096337M,
FD E427544 (Served),
FD E427568 (Served),
Inspection Note: 6 Rooms On 2 Floor. 7 Rooms On 3 Floor. Illegal Hotel In Room 3,
Room 3: 2 Occupants ( - ) Origin: China Booking:,
-Interview Notes: Staying For 1 Week And Payed 30 Per Night",0,0,6,0,2,0,0,0,0,0,0,0,0,0,8,Yes
10/4/14,10/2014,2014,,Illegal Hotel,PBMS,MN-01320-7503,Complaint - BIS,,"210 East 47th Street, New York, New York 10017",10017,,,,,Levine Pugach Santiago Giglio,"ECB DEPT. OF BUILDINGS 35151585K,
ECB DEPT. OF BUILDINGS 35151583R,
ECB DEPT. OF BUILDINGS 35151584Z,
FD E409414 (Served),
Inspection Note: Illegal Hotel In Apt 6h,
Room 6h: 3 Occupants (10/02/2014 - 10/10/2014) Origin: Argentina Booking: Other,
-Interview Notes: Paid 200.00 Per Night. Was Supposed O Check In On 10/1 But Room Wasnt Available Until 10/2",0,0,3,0,1,0,0,0,0,0,0,0,0,0,4,Yes
11/1/14,11/2014,2014,,Illegal Hotel,PBMS,"MN-00928-0009, MN-00928-0009",Complaint - OSE,,"321 East 22nd Street, New York, New York 10010",10010,,,,,Pugach Levine Santiago Giglio,"ECB DEPT. OF BUILDINGS 35151185L,
ECB DEPT. OF BUILDINGS 35151186N,
ECB DEPT. OF BUILDINGS 35151187P,
ECB DEPT. OF BUILDINGS 35151184J,
FD E428008 (Served),
Inspection Note: Illegal Hotel In Apt 4f. N/a In 1d,1s,And 4h. Perm Res In 5g, 4n, And 3g,
Room 4f: 1 Occupants (10/31/2014 - 11/05/2014) Origin: Australia Booking: Airbnb,
-Interview Notes: Occupant Id As XXXXXX,
Room 5g: 1 Occupants ( - ) Origin: Booking:,
-Interview Notes: Company Rented Apt For 2 Month Stay,
Room 4n: 1 Occupants ( - ) Origin: Booking:,
-Interview Notes: XXXXXX Rented Apt For 4 Months,
Room 3g: 2 Occupants ( - ) Origin: Booking:,
-Interview Notes: XXXXXX And Her Roomate Have Lived There For 10 Months",0,0,4,0,1,0,0,0,0,0,0,0,0,0,5,Yes
9/12/14,09/2014,2014,,Illegal Hotel,PBMS,MN-01036-0047,Complaint - OSE,,"334 West 46th Street, New York, New York 10036",10036,,,,,Giglio Pugach Levine,"ECB DEPT. OF BUILDINGS 35096523X,
ECB DEPT. OF BUILDINGS 35096522Y,
ECB DEPT. OF BUILDINGS 35096524H,
ECB DEPT. OF BUILDINGS 35096525J,
ECB DEPT. OF BUILDINGS 35096526L,
Inspection Note: Apt 1 Occupied As An Illegal Hotel. Unhappy Tourists,
Room 1: 5 Occupants (09/09/2014 - 09/15/2014) Origin: England Booking: Other,
-Interview Notes: XXXXXX Paid 3200.00 For 1 Week And Were Extremely Unhappy With The Apt",0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,Yes
10/22/14,10/2014,2014,,Illegal Hotel,PBMS,MN-00940-0044,Complaint - BIS,,"328 East 35 Street, New York, New York 10016",10016,,,,,Santiago Davis Levine Pugach Parczewski,"ECB DEPT. OF BUILDINGS 35151104K,
ECB DEPT. OF BUILDINGS 35151105M,
ECB FIRE DEPARTMENT OF NYC 11410237R,
ECB DEPT. OF BUILDINGS 35151107X,
ECB FIRE DEPARTMENT OF NYC 11410238Z,
ECB DEPT. OF BUILDINGS 35151106Y,
FD E428005 (Served),
FD E428002 (Served),
Inspection Note: Illegal Hotel In Apt #1,
Room 1: 3 Occupants (10/20/2014 - 10/31/2014) Origin: France Booking: Other,
-Interview Notes: XXXXXX Paid $3000 For The Stay To XXXXXX",0,0,4,0,2,0,2,0,0,0,0,0,0,0,8,Yes
